DeathCOD39ICDCode39Desc,DeathCountyCountyName,Deaths,Population,SORT
Tuberculosis (A16-A19),Adams,1,28686,0
Syphilis (A50-A53),Adams,0,28686,2
Human immunodeficiency virus (HIV) disease (B20-B24),Adams,0,28686,4
Malignant neoplasm of stomach (C16),Adams,1,28686,6
Malignant neoplasms of colon rectum and anus (C18-C21),Adams,9,28686,8
Malignant neoplasm of pancreas (C25),Adams,3,28686,10
Malignant neoplasms of trachea bronchus and lung (C33-C34),Adams,22,28686,12
Malignant neoplasm of breast (C50),Adams,7,28686,14
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),Adams,4,28686,16
Malignant neoplasm of prostate (C61),Adams,4,28686,18
Malignant neoplasms of urinary tract (C64-C68),Adams,1,28686,20
Non-Hodgkin’s lymphoma (C82-C85),Adams,5,28686,22
Leukemia (C91-C95),Adams,1,28686,24
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),Adams,14,28686,26
Diabetes mellitus (E10-E14),Adams,8,28686,28
Alzheimer’s disease (G30),Adams,11,28686,30
Hypertensive heart disease with or without renal disease (I11I13),Adams,2,28686,32
Ischemic heart diseases (I20-I25),Adams,56,28686,34
Other diseases of heart (I00-I09I26-I51),Adams,20,28686,36
Essential (primary) hypertension and hypertensive renal disease (I10I12),Adams,1,28686,38
Cerebrovascular diseases (I60-I69),Adams,8,28686,40
Atherosclerosis (I70),Adams,0,28686,42
Other diseases of circulatory system (I71-I78),Adams,0,28686,44
Influenza and pneumonia (J09-J18),Adams,16,28686,46
Chronic lower respiratory diseases (J40-J47),Adams,23,28686,48
Peptic ulcer (K25-K28),Adams,0,28686,50
Chronic liver disease and cirrhosis (K70K73-K74),Adams,2,28686,52
Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),Adams,3,28686,54
Pregnancy childbirth and the puerperium (O00-O99),Adams,0,28686,56
Certain conditions originating in the perinatal period (P00-P96),Adams,0,28686,58
Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),Adams,2,28686,60
Sudden infant death syndrome (R95),Adams,0,28686,62
Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (excluding Sudden infant death syndrome) (R00-R94R96-R99),Adams,4,28686,64
All other diseases (Residual) (A00-A09A20-A49A54-B19B25-B99D00-E07E15-G25G31-H93I80-J06J20-J39J60-K22K29-K66K71-K72K75-M99N10-N15N20-N23N28-N98U049U070U071),Adams,50,28686,66
Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),Adams,9,28686,68
All other and unspecified accidents and adverse effects (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9V90-X59Y40-Y86Y88),Adams,15,28686,70
Intentional self-harm (suicide) (*U03X60-X84Y87.0),Adams,6,28686,72
Assault (homicide) (*U01-*U02X85-Y09Y87.1),Adams,5,28686,74
All other external causes (Y10-Y36Y87.2Y89),Adams,1,28686,76
Tuberculosis (A16-A19),Allen,0,106773,80
Syphilis (A50-A53),Allen,0,106773,82
Human immunodeficiency virus (HIV) disease (B20-B24),Allen,4,106773,84
Malignant neoplasm of stomach (C16),Allen,5,106773,86
Malignant neoplasms of colon rectum and anus (C18-C21),Allen,10,106773,88
Malignant neoplasm of pancreas (C25),Allen,18,106773,90
Malignant neoplasms of trachea bronchus and lung (C33-C34),Allen,75,106773,92
Malignant neoplasm of breast (C50),Allen,25,106773,94
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),Allen,11,106773,96
Malignant neoplasm of prostate (C61),Allen,12,106773,98
Malignant neoplasms of urinary tract (C64-C68),Allen,15,106773,100
Non-Hodgkin’s lymphoma (C82-C85),Allen,9,106773,102
Leukemia (C91-C95),Allen,11,106773,104
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),Allen,53,106773,106
Diabetes mellitus (E10-E14),Allen,33,106773,108
Alzheimer’s disease (G30),Allen,42,106773,110
Hypertensive heart disease with or without renal disease (I11I13),Allen,6,106773,112
Ischemic heart diseases (I20-I25),Allen,213,106773,114
Other diseases of heart (I00-I09I26-I51),Allen,58,106773,116
Essential (primary) hypertension and hypertensive renal disease (I10I12),Allen,17,106773,118
Cerebrovascular diseases (I60-I69),Allen,70,106773,120
Atherosclerosis (I70),Allen,5,106773,122
Other diseases of circulatory system (I71-I78),Allen,11,106773,124
Influenza and pneumonia (J09-J18),Allen,19,106773,126
Chronic lower respiratory diseases (J40-J47),Allen,65,106773,128
Peptic ulcer (K25-K28),Allen,1,106773,130
Chronic liver disease and cirrhosis (K70K73-K74),Allen,6,106773,132
Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),Allen,11,106773,134
Pregnancy childbirth and the puerperium (O00-O99),Allen,0,106773,136
Certain conditions originating in the perinatal period (P00-P96),Allen,5,106773,138
Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),Allen,7,106773,140
Sudden infant death syndrome (R95),Allen,0,106773,142
Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (excluding Sudden infant death syndrome) (R00-R94R96-R99),Allen,11,106773,144
All other diseases (Residual) (A00-A09A20-A49A54-B19B25-B99D00-E07E15-G25G31-H93I80-J06J20-J39J60-K22K29-K66K71-K72K75-M99N10-N15N20-N23N28-N98U049U070U071),Allen,155,106773,146
Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),Allen,12,106773,148
All other and unspecified accidents and adverse effects (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9V90-X59Y40-Y86Y88),Allen,36,106773,150
Intentional self-harm (suicide) (*U03X60-X84Y87.0),Allen,10,106773,152
Assault (homicide) (*U01-*U02X85-Y09Y87.1),Allen,2,106773,154
All other external causes (Y10-Y36Y87.2Y89),Allen,2,106773,156
Tuberculosis (A16-A19),Ashland,0,53499,160
Syphilis (A50-A53),Ashland,0,53499,162
Human immunodeficiency virus (HIV) disease (B20-B24),Ashland,1,53499,164
Malignant neoplasm of stomach (C16),Ashland,1,53499,166
Malignant neoplasms of colon rectum and anus (C18-C21),Ashland,11,53499,168
Malignant neoplasm of pancreas (C25),Ashland,8,53499,170
Malignant neoplasms of trachea bronchus and lung (C33-C34),Ashland,25,53499,172
Malignant neoplasm of breast (C50),Ashland,11,53499,174
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),Ashland,5,53499,176
Malignant neoplasm of prostate (C61),Ashland,6,53499,178
Malignant neoplasms of urinary tract (C64-C68),Ashland,6,53499,180
Non-Hodgkin’s lymphoma (C82-C85),Ashland,4,53499,182
Leukemia (C91-C95),Ashland,2,53499,184
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),Ashland,32,53499,186
Diabetes mellitus (E10-E14),Ashland,26,53499,188
Alzheimer’s disease (G30),Ashland,30,53499,190
Hypertensive heart disease with or without renal disease (I11I13),Ashland,2,53499,192
Ischemic heart diseases (I20-I25),Ashland,89,53499,194
Other diseases of heart (I00-I09I26-I51),Ashland,38,53499,196
Essential (primary) hypertension and hypertensive renal disease (I10I12),Ashland,6,53499,198
Cerebrovascular diseases (I60-I69),Ashland,28,53499,200
Atherosclerosis (I70),Ashland,1,53499,202
Other diseases of circulatory system (I71-I78),Ashland,2,53499,204
Influenza and pneumonia (J09-J18),Ashland,7,53499,206
Chronic lower respiratory diseases (J40-J47),Ashland,32,53499,208
Peptic ulcer (K25-K28),Ashland,1,53499,210
Chronic liver disease and cirrhosis (K70K73-K74),Ashland,1,53499,212
Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),Ashland,7,53499,214
Pregnancy childbirth and the puerperium (O00-O99),Ashland,0,53499,216
Certain conditions originating in the perinatal period (P00-P96),Ashland,4,53499,218
Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),Ashland,3,53499,220
Sudden infant death syndrome (R95),Ashland,1,53499,222
Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (excluding Sudden infant death syndrome) (R00-R94R96-R99),Ashland,2,53499,224
All other diseases (Residual) (A00-A09A20-A49A54-B19B25-B99D00-E07E15-G25G31-H93I80-J06J20-J39J60-K22K29-K66K71-K72K75-M99N10-N15N20-N23N28-N98U049U070U071),Ashland,83,53499,226
Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),Ashland,4,53499,228
All other and unspecified accidents and adverse effects (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9V90-X59Y40-Y86Y88),Ashland,13,53499,230
Intentional self-harm (suicide) (*U03X60-X84Y87.0),Ashland,9,53499,232
Assault (homicide) (*U01-*U02X85-Y09Y87.1),Ashland,1,53499,234
All other external causes (Y10-Y36Y87.2Y89),Ashland,0,53499,236
Tuberculosis (A16-A19),Ashtabula,0,101826,240
Syphilis (A50-A53),Ashtabula,0,101826,242
Human immunodeficiency virus (HIV) disease (B20-B24),Ashtabula,2,101826,244
Malignant neoplasm of stomach (C16),Ashtabula,8,101826,246
Malignant neoplasms of colon rectum and anus (C18-C21),Ashtabula,25,101826,248
Malignant neoplasm of pancreas (C25),Ashtabula,14,101826,250
Malignant neoplasms of trachea bronchus and lung (C33-C34),Ashtabula,83,101826,252
Malignant neoplasm of breast (C50),Ashtabula,19,101826,254
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),Ashtabula,12,101826,256
Malignant neoplasm of prostate (C61),Ashtabula,6,101826,258
Malignant neoplasms of urinary tract (C64-C68),Ashtabula,19,101826,260
Non-Hodgkin’s lymphoma (C82-C85),Ashtabula,9,101826,262
Leukemia (C91-C95),Ashtabula,15,101826,264
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),Ashtabula,56,101826,266
Diabetes mellitus (E10-E14),Ashtabula,50,101826,268
Alzheimer’s disease (G30),Ashtabula,53,101826,270
Hypertensive heart disease with or without renal disease (I11I13),Ashtabula,11,101826,272
Ischemic heart diseases (I20-I25),Ashtabula,170,101826,274
Other diseases of heart (I00-I09I26-I51),Ashtabula,67,101826,276
Essential (primary) hypertension and hypertensive renal disease (I10I12),Ashtabula,10,101826,278
Cerebrovascular diseases (I60-I69),Ashtabula,54,101826,280
Atherosclerosis (I70),Ashtabula,3,101826,282
Other diseases of circulatory system (I71-I78),Ashtabula,6,101826,284
Influenza and pneumonia (J09-J18),Ashtabula,17,101826,286
Chronic lower respiratory diseases (J40-J47),Ashtabula,75,101826,288
Peptic ulcer (K25-K28),Ashtabula,3,101826,290
Chronic liver disease and cirrhosis (K70K73-K74),Ashtabula,15,101826,292
Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),Ashtabula,19,101826,294
Pregnancy childbirth and the puerperium (O00-O99),Ashtabula,0,101826,296
Certain conditions originating in the perinatal period (P00-P96),Ashtabula,3,101826,298
Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),Ashtabula,5,101826,300
Sudden infant death syndrome (R95),Ashtabula,2,101826,302
Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (excluding Sudden infant death syndrome) (R00-R94R96-R99),Ashtabula,6,101826,304
